STATE/UT,YEAR,CAUSE,CASES,MALE INJURED,FEMALE INJURED,TOTAL INJURED,MALE KILLED,FEMALE KILLED,TOTAL KILLED
CHHATTISGARH,2008,SPURIOUS/POISIONOUS LIQUOR,28,0,0,0,23,5,28
CHHATTISGARH,2008,LEAKAGE OF POISINOUS GASES ETC.,4,0,0,0,3,1,4
CHHATTISGARH,2008,SNAKE BITE/ANIMAL BITE,686,0,0,0,378,308,686
CHHATTISGARH,2008,OTHER,293,0,0,0,180,113,293
CHHATTISGARH,2008,STAMPEDE,48,0,0,0,42,6,48
CHHATTISGARH,2008,SUFFOCATION,381,0,0,0,288,93,381
CHHATTISGARH,2008,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),8769,6135,729,6864,2845,398,3243
CHHATTISGARH,2008,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,26,0,0,0,18,8,26
CHHATTISGARH,2008,OTHER RAILWAY ACCIDENTS,503,1,0,1,407,96,503
CHHATTISGARH,2008,OTHER CAUSES (PLEASE SPECIFY),1826,0,0,0,1335,420,1755
CHHATTISGARH,2008,CAUSES NOT KNOWN,1584,0,0,0,1195,389,1584
CHHATTISGARH,2008,TOTAL,18294,6162,729,6891,9444,3270,12714
CHHATTISGARH,2008,TOTAL COLLAPSE,56,0,0,0,36,20,56
CHHATTISGARH,2008,TOTAL DROWNING,1438,0,0,0,966,472,1438
CHHATTISGARH,2008,TOTAL EXPLOSION,33,23,0,23,23,2,25
CHHATTISGARH,2008,TOTAL FALLS,416,0,0,0,341,75,416
CHHATTISGARH,2008,TOTAL FIRE,727,0,0,0,240,488,728
CHHATTISGARH,2008,TOTAL SUDDEN DEATHS,537,0,0,0,412,122,534
CHHATTISGARH,2008,TOTAL POISONING,1376,0,0,0,820,579,1399
CHHATTISGARH,2008,TOTAL TRAFFIC ACCIDENTS,9298,6136,729,6865,3270,502,3772
CHHATTISGARH,2009,AIR-CRASH,0,0,0,0,0,0,0
CHHATTISGARH,2009,COLLAPSE OF STRUCTURE(HOUSE),31,0,0,0,22,9,31
CHHATTISGARH,2009,COLLAPSE OF STRUCTURE(BUILDING),1,0,0,0,1,0,1
CHHATTISGARH,2009,COLLAPSE OF STRUCTURE(DAM),8,0,0,0,5,3,8
CHHATTISGARH,2009,COLLAPSE OF STRUCTURE(BRIDGE),1,1,0,1,1,0,1
CHHATTISGARH,2009,COLLAPSE OF STRUCTURE(OTHERS),23,0,0,0,13,10,23
CHHATTISGARH,2009,DROWNING (BOAT CAPSIZE),36,0,0,0,30,6,36
CHHATTISGARH,2009,DROWNING(OTHER CASES),1332,27,24,51,930,403,1333
CHHATTISGARH,2009,ELECTROCUTION,449,7,4,11,368,81,449
CHHATTISGARH,2009,EXPLOSION (BOMB EXPLOSION),61,0,0,0,60,1,61
CHHATTISGARH,2009,EXPLOSION(OTHER EXPLOSION LIKE BOIL,1,0,0,0,1,0,1
CHHATTISGARH,2009,FALLS (FALL FROM HEIGHT),327,7,5,12,262,57,319
CHHATTISGARH,2009,FALL INTO PIT/MANHOLE,98,0,0,0,81,17,98
CHHATTISGARH,2009,FACTORY/MACHINE ACCIDENTS,87,8,3,11,85,4,89
CHHATTISGARH,2009,FIRE (FIREWORKS/CRACKERS),22,0,0,0,6,16,22
CHHATTISGARH,2009,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
CHHATTISGARH,2009,GAS CYLINDER/STOVE BURST,46,0,0,0,5,41,46
CHHATTISGARH,2009,OTHER FIRE ACCIDENTS,769,12,33,45,223,546,769
CHHATTISGARH,2009,FIRE-ARMS,84,1,0,1,82,2,84
CHHATTISGARH,2009,SUDDEN DEATHS(HEART ATTACKS),283,2,0,2,239,44,283
CHHATTISGARH,2009,EPILEPTIC FITS/GIDDINESS,69,8,3,11,61,15,76
CHHATTISGARH,2009,ABORTIONS/CHILD BIRTH,41,0,0,0,0,41,41
CHHATTISGARH,2009,INFLUENCE OF ALCOHOL,259,27,6,33,226,34,260
CHHATTISGARH,2009,KILLED BY ANIMALS,71,4,1,5,57,14,71
CHHATTISGARH,2009,MINES OR QUARY DISASTER,26,0,0,0,17,9,26
CHHATTISGARH,2009,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,571,0,0,0,352,222,574
CHHATTISGARH,2009,SPURIOUS/POISIONOUS LIQUOR,5,0,0,0,3,2,5
CHHATTISGARH,2009,LEAKAGE OF POISINOUS GASES ETC.,8,0,0,0,8,0,8
CHHATTISGARH,2009,SNAKE BITE/ANIMAL BITE,759,6,1,7,437,315,752
CHHATTISGARH,2009,OTHER,357,3,7,10,255,99,354
CHHATTISGARH,2009,STAMPEDE,0,0,0,0,0,0,0
CHHATTISGARH,2009,SUFFOCATION,474,0,0,0,355,119,474
CHHATTISGARH,2009,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),7913,5038,620,5658,2743,415,3158
CHHATTISGARH,2009,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,89,13,6,19,77,15,92
CHHATTISGARH,2009,OTHER RAILWAY ACCIDENTS,459,9,5,14,371,86,457
CHHATTISGARH,2009,OTHER CAUSES (PLEASE SPECIFY),1756,96,18,114,1266,461,1727
CHHATTISGARH,2009,CAUSES NOT KNOWN,1978,86,21,107,1717,442,2159
CHHATTISGARH,2009,TOTAL,18494,5355,757,6112,10359,3529,13888
CHHATTISGARH,2009,TOTAL COLLAPSE,64,1,0,1,42,22,64
CHHATTISGARH,2009,TOTAL DROWNING,1368,27,24,51,960,409,1369
CHHATTISGARH,2009,TOTAL EXPLOSION,62,0,0,0,61,1,62
CHHATTISGARH,2009,TOTAL FALLS,425,7,5,12,343,74,417
CHHATTISGARH,2009,TOTAL FIRE,837,12,33,45,234,603,837
CHHATTISGARH,2009,TOTAL SUDDEN DEATHS,652,37,9,46,526,134,660
CHHATTISGARH,2009,TOTAL POISONING,1700,9,8,17,1055,638,1693
CHHATTISGARH,2009,TOTAL TRAFFIC ACCIDENTS,8461,5060,631,5691,3191,516,3707
CHHATTISGARH,2010,AIR-CRASH,4,0,0,0,1,3,4
CHHATTISGARH,2010,COLLAPSE OF STRUCTURE(HOUSE),16,0,0,0,13,3,16
CHHATTISGARH,2010,COLLAPSE OF STRUCTURE(BUILDING),8,0,0,0,6,2,8
CHHATTISGARH,2010,COLLAPSE OF STRUCTURE(DAM),6,0,0,0,4,2,6
CHHATTISGARH,2010,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
CHHATTISGARH,2010,COLLAPSE OF STRUCTURE(OTHERS),19,0,0,0,13,6,19
CHHATTISGARH,2010,DROWNING (BOAT CAPSIZE),150,0,0,0,113,37,150
CHHATTISGARH,2010,DROWNING(OTHER CASES),1324,0,0,0,958,366,1324
CHHATTISGARH,2010,ELECTROCUTION,512,0,0,0,433,79,512
CHHATTISGARH,2010,EXPLOSION (BOMB EXPLOSION),9,0,0,0,9,0,9
CHHATTISGARH,2010,EXPLOSION(OTHER EXPLOSION LIKE BOIL,61,0,0,0,56,5,61
CHHATTISGARH,2010,FALLS (FALL FROM HEIGHT),350,1,0,1,291,59,350
CHHATTISGARH,2010,FALL INTO PIT/MANHOLE,63,0,0,0,49,14,63
CHHATTISGARH,2010,FACTORY/MACHINE ACCIDENTS,78,0,0,0,72,6,78
CHHATTISGARH,2010,FIRE (FIREWORKS/CRACKERS),24,0,0,0,8,16,24
CHHATTISGARH,2010,FIRE (SHORT-CIRCUIT),9,0,0,0,7,2,9
CHHATTISGARH,2010,GAS CYLINDER/STOVE BURST,47,0,0,0,9,38,47
CHHATTISGARH,2010,OTHER FIRE ACCIDENTS,843,0,0,0,260,584,844
CHHATTISGARH,2010,FIRE-ARMS,221,6,0,6,215,6,221
CHHATTISGARH,2010,SUDDEN DEATHS(HEART ATTACKS),244,0,0,0,208,36,244
CHHATTISGARH,2010,EPILEPTIC FITS/GIDDINESS,70,0,0,0,53,17,70
CHHATTISGARH,2010,ABORTIONS/CHILD BIRTH,27,0,0,0,0,27,27
CHHATTISGARH,2010,INFLUENCE OF ALCOHOL,296,0,0,0,265,31,296
CHHATTISGARH,2010,KILLED BY ANIMALS,70,0,0,0,55,15,70
CHHATTISGARH,2010,MINES OR QUARY DISASTER,44,0,0,0,37,7,44
CHHATTISGARH,2010,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,441,0,0,0,332,209,541
CHHATTISGARH,2010,SPURIOUS/POISIONOUS LIQUOR,18,0,0,0,14,4,18
CHHATTISGARH,2010,LEAKAGE OF POISINOUS GASES ETC.,6,0,0,0,6,0,6
CHHATTISGARH,2010,SNAKE BITE/ANIMAL BITE,702,0,0,0,426,286,712
CHHATTISGARH,2010,OTHER,313,0,0,0,206,107,313
CHHATTISGARH,2010,STAMPEDE,39,0,0,0,35,4,39
CHHATTISGARH,2010,SUFFOCATION,450,0,0,0,342,108,450
CHHATTISGARH,2010,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),7802,4870,576,5446,2521,367,2888
CHHATTISGARH,2010,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,617,0,0,0,538,79,617
CHHATTISGARH,2010,OTHER RAILWAY ACCIDENTS,563,0,0,0,458,105,563
CHHATTISGARH,2010,OTHER CAUSES (PLEASE SPECIFY),2503,0,0,0,1917,586,2503
CHHATTISGARH,2010,CAUSES NOT KNOWN,2073,0,0,0,1585,472,2057
CHHATTISGARH,2010,TOTAL,20022,4877,576,5453,11515,3688,15203
CHHATTISGARH,2010,TOTAL COLLAPSE,49,0,0,0,36,13,49
CHHATTISGARH,2010,TOTAL DROWNING,1474,0,0,0,1071,403,1474
CHHATTISGARH,2010,TOTAL EXPLOSION,70,0,0,0,65,5,70
CHHATTISGARH,2010,TOTAL FALLS,413,1,0,1,340,73,413
CHHATTISGARH,2010,TOTAL FIRE,923,0,0,0,284,640,924
CHHATTISGARH,2010,TOTAL SUDDEN DEATHS,637,0,0,0,526,111,637
CHHATTISGARH,2010,TOTAL POISONING,1480,0,0,0,984,606,1590
CHHATTISGARH,2010,TOTAL TRAFFIC ACCIDENTS,8982,4870,576,5446,3517,551,4068
CHHATTISGARH,2011,AIR-CRASH,0,0,0,0,0,0,0
CHHATTISGARH,2011,COLLAPSE OF STRUCTURE(HOUSE),31,0,0,0,16,15,31
CHHATTISGARH,2011,COLLAPSE OF STRUCTURE(BUILDING),5,0,0,0,3,2,5
CHHATTISGARH,2011,COLLAPSE OF STRUCTURE(DAM),7,0,0,0,5,2,7
CHHATTISGARH,2011,COLLAPSE OF STRUCTURE(BRIDGE),2,0,0,0,2,0,2
CHHATTISGARH,2011,COLLAPSE OF STRUCTURE(OTHERS),49,2,0,2,31,18,49
CHHATTISGARH,2011,DROWNING (BOAT CAPSIZE),232,0,1,1,154,78,232
CHHATTISGARH,2011,DROWNING(OTHER CASES),1453,0,0,0,1029,424,1453
CHHATTISGARH,2011,ELECTROCUTION,491,1,0,1,405,86,491
CHHATTISGARH,2011,EXPLOSION (BOMB EXPLOSION),37,0,0,0,37,0,37
CHHATTISGARH,2011,EXPLOSION(OTHER EXPLOSION LIKE BOIL,9,2,0,2,9,0,9
CHHATTISGARH,2011,FALLS (FALL FROM HEIGHT),371,0,0,0,306,65,371
CHHATTISGARH,2011,FALL INTO PIT/MANHOLE,104,0,0,0,78,26,104
CHHATTISGARH,2011,FACTORY/MACHINE ACCIDENTS,42,0,0,0,38,4,42
CHHATTISGARH,2011,FIRE (FIREWORKS/CRACKERS),22,0,0,0,9,13,22
CHHATTISGARH,2011,FIRE (SHORT-CIRCUIT),6,0,0,0,6,0,6
CHHATTISGARH,2011,GAS CYLINDER/STOVE BURST,32,0,0,0,6,26,32
CHHATTISGARH,2011,OTHER FIRE ACCIDENTS,933,0,0,0,257,676,933
CHHATTISGARH,2011,FIRE-ARMS,109,13,0,13,90,6,96
CHHATTISGARH,2011,SUDDEN DEATHS(HEART ATTACKS),279,0,0,0,229,50,279
CHHATTISGARH,2011,EPILEPTIC FITS/GIDDINESS,77,0,0,0,66,11,77
CHHATTISGARH,2011,ABORTIONS/CHILD BIRTH,13,0,0,0,0,13,13
CHHATTISGARH,2011,INFLUENCE OF ALCOHOL,270,0,0,0,239,31,270
CHHATTISGARH,2011,KILLED BY ANIMALS,72,0,0,0,45,27,72
CHHATTISGARH,2011,MINES OR QUARY DISASTER,29,0,0,0,21,8,29
CHHATTISGARH,2011,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,684,0,0,0,414,270,684
CHHATTISGARH,2011,SPURIOUS/POISIONOUS LIQUOR,2,0,0,0,2,0,2
CHHATTISGARH,2011,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
CHHATTISGARH,2011,SNAKE BITE/ANIMAL BITE,823,0,0,0,438,385,823
CHHATTISGARH,2011,OTHER,414,0,0,0,272,142,414
CHHATTISGARH,2011,STAMPEDE,51,0,0,0,40,11,51
CHHATTISGARH,2011,SUFFOCATION,608,0,0,0,471,137,608
CHHATTISGARH,2011,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),9195,5827,784,6611,3027,427,3454
CHHATTISGARH,2011,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,118,0,0,0,95,23,118
CHHATTISGARH,2011,OTHER RAILWAY ACCIDENTS,584,0,0,0,500,108,608
CHHATTISGARH,2011,OTHER CAUSES (PLEASE SPECIFY),2087,0,0,0,1523,581,2104
CHHATTISGARH,2011,CAUSES NOT KNOWN,1780,0,0,0,1273,378,1651
CHHATTISGARH,2011,TOTAL,21021,5845,785,6630,11136,4043,15179
CHHATTISGARH,2011,TOTAL COLLAPSE,94,2,0,2,57,37,94
CHHATTISGARH,2011,TOTAL DROWNING,1685,0,1,1,1183,502,1685
CHHATTISGARH,2011,TOTAL EXPLOSION,46,2,0,2,46,0,46
CHHATTISGARH,2011,TOTAL FALLS,475,0,0,0,384,91,475
CHHATTISGARH,2011,TOTAL FIRE,993,0,0,0,278,715,993
CHHATTISGARH,2011,TOTAL SUDDEN DEATHS,639,0,0,0,534,105,639
CHHATTISGARH,2011,TOTAL POISONING,1923,0,0,0,1126,797,1923
CHHATTISGARH,2011,TOTAL TRAFFIC ACCIDENTS,9897,5827,784,6611,3622,558,4180
CHHATTISGARH,2012,AIR-CRASH,0,0,0,0,0,0,0
CHHATTISGARH,2012,COLLAPSE OF STRUCTURE(HOUSE),35,0,0,0,26,11,37
CHHATTISGARH,2012,COLLAPSE OF STRUCTURE(BUILDING),4,0,0,0,4,0,4
CHHATTISGARH,2012,COLLAPSE OF STRUCTURE(DAM),6,0,0,0,5,1,6
CHHATTISGARH,2012,COLLAPSE OF STRUCTURE(BRIDGE),7,0,0,0,5,2,7
CHHATTISGARH,2012,COLLAPSE OF STRUCTURE(OTHERS),20,0,0,0,13,13,26
CHHATTISGARH,2012,DROWNING (BOAT CAPSIZE),39,0,0,0,25,17,42
CHHATTISGARH,2012,DROWNING(OTHER CASES),1541,64,31,95,1087,452,1539
CHHATTISGARH,2012,ELECTROCUTION,474,21,1,22,392,82,474
CHHATTISGARH,2012,EXPLOSION (BOMB EXPLOSION),9,7,0,7,10,0,10
CHHATTISGARH,2012,EXPLOSION(OTHER EXPLOSION LIKE BOIL,3,0,0,0,3,0,3
CHHATTISGARH,2012,FALLS (FALL FROM HEIGHT),340,21,8,29,293,46,339
CHHATTISGARH,2012,FALL INTO PIT/MANHOLE,76,0,0,0,58,18,76
CHHATTISGARH,2012,FACTORY/MACHINE ACCIDENTS,42,0,0,0,41,1,42
CHHATTISGARH,2012,FIRE (FIREWORKS/CRACKERS),1,0,0,0,1,0,1
CHHATTISGARH,2012,FIRE (SHORT-CIRCUIT),1,0,0,0,1,0,1
CHHATTISGARH,2012,GAS CYLINDER/STOVE BURST,13,0,0,0,2,11,13
CHHATTISGARH,2012,OTHER FIRE ACCIDENTS,894,2,7,9,229,665,894
CHHATTISGARH,2012,FIRE-ARMS,82,5,0,5,78,4,82
CHHATTISGARH,2012,SUDDEN DEATHS(HEART ATTACKS),176,0,0,0,152,24,176
CHHATTISGARH,2012,EPILEPTIC FITS/GIDDINESS,56,3,0,3,39,17,56
CHHATTISGARH,2012,ABORTIONS/CHILD BIRTH,26,0,0,0,0,26,26
CHHATTISGARH,2012,INFLUENCE OF ALCOHOL,271,3,0,3,233,38,271
CHHATTISGARH,2012,KILLED BY ANIMALS,55,7,1,8,42,13,55
CHHATTISGARH,2012,MINES OR QUARY DISASTER,20,0,0,0,14,6,20
CHHATTISGARH,2012,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,459,27,17,44,295,164,459
CHHATTISGARH,2012,SPURIOUS/POISIONOUS LIQUOR,39,0,0,0,29,10,39
CHHATTISGARH,2012,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
CHHATTISGARH,2012,SNAKE BITE/ANIMAL BITE,759,25,23,48,442,318,760
CHHATTISGARH,2012,OTHER,344,0,0,0,249,140,389
CHHATTISGARH,2012,STAMPEDE,0,0,0,0,0,0,0
CHHATTISGARH,2012,SUFFOCATION,519,0,0,0,392,127,519
CHHATTISGARH,2012,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),13511,11029,2459,13488,2736,431,3167
CHHATTISGARH,2012,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDE,43,0,0,0,35,10,45
CHHATTISGARH,2012,OTHER RAILWAY ACCIDENTS,509,0,0,0,416,95,511
CHHATTISGARH,2012,OTHER CAUSES (PLEASE SPECIFY),2062,4,2,6,1551,511,2062
CHHATTISGARH,2012,CAUSES NOT KNOWN,1974,0,0,0,1426,557,1983
CHHATTISGARH,2012,TOTAL,24410,11218,2549,13767,10324,3810,14134
CHHATTISGARH,2012,TOTAL COLLAPSE,72,0,0,0,53,27,80
CHHATTISGARH,2012,TOTAL DROWNING,1580,64,31,95,1112,469,1581
CHHATTISGARH,2012,TOTAL EXPLOSION,12,7,0,7,13,0,13
CHHATTISGARH,2012,TOTAL FALLS,416,21,8,29,351,64,415
CHHATTISGARH,2012,TOTAL FIRE,909,2,7,9,233,676,909
CHHATTISGARH,2012,TOTAL SUDDEN DEATHS,529,6,0,6,424,105,529
CHHATTISGARH,2012,TOTAL POISONING,1601,52,40,92,1015,632,1647
CHHATTISGARH,2012,TOTAL TRAFFIC ACCIDENTS,14063,11029,2459,13488,3187,536,3723
GOA,2001,AIR-CRASH,1,0,0,0,2,0,2
GOA,2001,COLLAPSE OF STRUCTURE(HOUSE),1,0,0,0,1,1,2
GOA,2001,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2001,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2001,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2001,COLLAPSE OF STRUCTURE(OTHERS),2,0,0,0,2,0,2
GOA,2001,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
GOA,2001,DROWNING(OTHER CASES),154,0,0,0,140,17,157
GOA,2001,ELECTROCUTION,22,0,0,0,19,3,22
GOA,2001,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2001,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",0,0,0,0,0,0,0
GOA,2001,FALLS (FALL FROM HEIGHT),71,0,0,0,62,9,71
GOA,2001,FALL INTO PIT/MANHOLE,7,0,0,0,7,0,7
GOA,2001,FACTORY/MACHINE ACCIDENTS,6,0,0,0,6,0,6
GOA,2001,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2001,FIRE (SHORT-CIRCUIT),2,0,0,0,2,0,2
GOA,2001,GAS CYLINDER/STOVE BURST,29,0,0,0,3,26,29
GOA,2001,OTHER FIRE ACCIDENTS,31,0,0,0,10,21,31
GOA,2001,FIRE-ARMS,1,0,0,0,1,0,1
GOA,2001,SUDDEN DEATHS(HEART ATTACKS),12,0,0,0,10,2,12
GOA,2001,EPILEPTIC FITS/GIDDINESS,2,0,0,0,2,0,2
GOA,2001,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2001,INFLUENCE OF ALCOHOL,6,0,0,0,6,0,6
GOA,2001,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2001,MINES OR QUARY DISASTER,1,0,0,0,2,0,2
GOA,2001,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,3,0,0,0,3,0,3
GOA,2001,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2001,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2001,SNAKE BITE/ANIMAL BITE,2,0,0,0,2,0,2
GOA,2001,OTHER,12,0,0,0,9,3,12
GOA,2001,STAMPEDE,0,0,0,0,0,0,0
GOA,2001,SUFFOCATION,0,0,0,0,0,0,0
GOA,2001,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1375,352,110,462,188,39,227
GOA,2001,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),3,0,0,0,5,1,6
GOA,2001,OTHER RAILWAY ACCIDENTS,22,0,0,0,21,2,23
GOA,2001,OTHER CAUSES (PLEASE SPECIFY),69,0,0,0,54,15,69
GOA,2001,CAUSES NOT KNOWN,14,0,0,0,9,5,14
GOA,2001,TOTAL,1849,352,110,462,567,144,711
GOA,2001,TOTAL COLLAPSE,3,0,0,0,3,1,4
GOA,2001,TOTAL DROWNING,155,0,0,0,141,17,158
GOA,2001,TOTAL EXPLOSION,0,0,0,0,0,0,0
GOA,2001,TOTAL FALLS,78,0,0,0,69,9,78
GOA,2001,TOTAL FIRE,62,0,0,0,15,47,62
GOA,2001,TOTAL SUDDEN DEATHS,20,0,0,0,18,2,20
GOA,2001,TOTAL POISONING,17,0,0,0,14,3,17
GOA,2001,TOTAL TRAFFIC ACCIDENTS,1400,352,110,462,214,42,256
GOA,2002,AIR-CRASH,1,0,0,0,22,0,22
GOA,2002,COLLAPSE OF STRUCTURE (HOUSE),1,2,0,2,1,0,1
GOA,2002,COLLAPSE OF STRUCTURE (BUILDING),1,0,0,0,1,0,1
GOA,2002,COLLAPSE OF STRUCTURE (DAM),0,0,0,0,0,0,0
GOA,2002,COLLAPSE OF STRUCTURE (BRIDGE),0,0,0,0,0,0,0
GOA,2002,COLLAPSE OF STRUCTURE (OTHERS),3,0,0,0,2,1,3
GOA,2002,DROWNING (BOAT CAPSIZE),1,0,0,0,1,0,1
GOA,2002,DROWNING (OTHER CASES),162,0,0,0,169,17,186
GOA,2002,ELECTROCUTION,22,0,0,0,16,4,20
GOA,2002,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2002,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS, GAS CYLINDER ETC.)",0,0,0,0,0,0,0
GOA,2002,FALLS (FALL FROM HEIGHT),77,0,0,0,67,7,74
GOA,2002,FALL INTO PIT/MANHOLE,15,0,0,0,12,2,14
GOA,2002,FACTORY/MACHINE ACCIDENTS,11,0,0,0,1,11,12
GOA,2002,FIRE (FIREWORKS/CRACKERS),1,0,0,0,0,0,0
GOA,2002,FIRE (SHORT-CIRCUIT),0,0,0,0,0,0,0
GOA,2002,GAS CYLINDER/STOVE BURST,6,1,0,1,0,7,7
GOA,2002,OTHER FIRE ACCIDENTS,39,1,0,1,11,27,38
GOA,2002,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2002,SUDDEN DEATHS(HEART ATTACKS),17,0,0,0,26,7,33
GOA,2002,EPILEPTIC FITS/GIDDINESS,3,0,0,0,3,0,3
GOA,2002,ABORTIONS/CHILD BIRTH,2,0,0,0,0,2,2
GOA,2002,INFLUENCE OF ALCOHOL,20,0,0,0,20,0,20
GOA,2002,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2002,MINES OR QUARY DISASTER,0,0,0,0,0,0,0
GOA,2002,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,1,0,0,0,2,0,2
GOA,2002,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2002,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
GOA,2002,SNAKE BITE/ANIMAL BITE,4,0,0,0,1,1,2
GOA,2002,OTHER,15,0,0,0,10,4,14
GOA,2002,STAMPEDE,0,0,0,0,0,0,0
GOA,2002,SUFFOCATION,4,0,0,0,4,0,4
GOA,2002,TRAFFIC ACCIDENTS (ROAD ACCIDENTS),1201,862,136,998,210,31,241
GOA,2002,TRAFFIC ACCIDENTS (RAIL-ROAD ACCIDENTS),0,0,0,0,0,0,0
GOA,2002,OTHER RAILWAY ACCIDENTS,38,0,0,0,34,3,37
GOA,2002,OTHER CAUSES (PLEASE SPECIFY),57,19,19,38,42,6,48
GOA,2002,CAUSES NOT KNOWN,49,0,0,0,43,8,51
GOA,2002,TOTAL,1751,885,155,1040,698,138,836
GOA,2002,TOTAL COLLAPSE,5,2,0,2,4,1,5
GOA,2002,TOTAL DROWNING,163,0,0,0,170,17,187
GOA,2002,TOTAL EXPLOSION,0,0,0,0,0,0,0
GOA,2002,TOTAL FALLS,92,0,0,0,79,9,88
GOA,2002,TOTAL FIRE,46,2,0,2,11,34,45
GOA,2002,TOTAL SUDDEN DEATHS,42,0,0,0,49,9,58
GOA,2002,TOTAL POISONING,20,0,0,0,13,5,18
GOA,2002,TOTAL TRAFFIC ACCIDENTS,1239,862,136,998,244,34,278
GOA,2003,AIR-CRASH,0,0,0,0,0,0,0
GOA,2003,COLLAPSE OF STRUCTURE(HOUSE),0,0,0,0,0,0,0
GOA,2003,COLLAPSE OF STRUCTURE(BUILDING),0,0,0,0,0,0,0
GOA,2003,COLLAPSE OF STRUCTURE(DAM),0,0,0,0,0,0,0
GOA,2003,COLLAPSE OF STRUCTURE(BRIDGE),0,0,0,0,0,0,0
GOA,2003,COLLAPSE OF STRUCTURE(OTHERS),3,0,0,0,2,1,3
GOA,2003,DROWNING (BOAT CAPSIZE),2,0,0,0,10,0,10
GOA,2003,DROWNING(OTHER CASES),171,0,0,0,162,19,181
GOA,2003,ELECTROCUTION,13,0,0,0,12,1,13
GOA,2003,EXPLOSION (BOMB EXPLOSION),0,0,0,0,0,0,0
GOA,2003,"EXPLOSION(OTHER EXPLOSION LIKE BOILERS,",1,0,0,0,2,0,2
GOA,2003,FALLS (FALL FROM HEIGHT),64,0,0,0,61,3,64
GOA,2003,FALL INTO PIT/MANHOLE,23,0,0,0,21,2,23
GOA,2003,FACTORY/MACHINE ACCIDENTS,2,0,0,0,2,0,2
GOA,2003,FIRE (FIREWORKS/CRACKERS),0,0,0,0,0,0,0
GOA,2003,FIRE (SHORT-CIRCUIT),1,0,0,0,1,0,1
GOA,2003,GAS CYLINDER/STOVE BURST,13,0,0,0,1,12,13
GOA,2003,OTHER FIRE ACCIDENTS,45,0,0,0,16,31,47
GOA,2003,FIRE-ARMS,0,0,0,0,0,0,0
GOA,2003,SUDDEN DEATHS(HEART ATTACKS),21,0,0,0,19,2,21
GOA,2003,EPILEPTIC FITS/GIDDINESS,1,0,0,0,1,0,1
GOA,2003,ABORTIONS/CHILD BIRTH,0,0,0,0,0,0,0
GOA,2003,INFLUENCE OF ALCOHOL,17,0,0,0,17,0,17
GOA,2003,KILLED BY ANIMALS,0,0,0,0,0,0,0
GOA,2003,MINES OR QUARY DISASTER,1,0,0,0,1,0,1
GOA,2003,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,4,0,0,0,3,1,4
GOA,2003,SPURIOUS/POISIONOUS LIQUOR,0,0,0,0,0,0,0
GOA,2003,LEAKAGE OF POISINOUS GASES ETC.,0,0,0,0,0,0,0
