MALE KILLED,FEMALE INJURED,FEMALE KILLED,CAUSE,CASES,MALE INJURED,YEAR,TOTAL INJURED,STATE/UT,TOTAL KILLED
198,0,36,RAILWAY ACCIDENTS,232,0,2002,0,RAJASTHAN,234
773,0,368,DROWNING,1096,0,2002,0,RAJASTHAN,1141
475,0,127,FALLS,599,0,2002,0,RAJASTHAN,602
360,2,436,FIRE,774,1,2002,3,RAJASTHAN,796
668,0,107,SUDDEN DEATHS,774,0,2002,0,RAJASTHAN,775
743,0,413,POISONING,1151,4,2002,4,RAJASTHAN,1156
0,0,0,ELECTROCUTION,0,0,2002,0,SIKKIM,0
1,2,2,GAS CYLINDER/STOVE BURST,3,0,2002,2,SIKKIM,3
3,1,0,FIRE-ARMS,5,1,2002,2,SIKKIM,3
2,0,0,SUDDEN DEATHS(HEART ATTACKS),2,0,2002,0,SIKKIM,2
1,0,0,EPILEPTIC FITS/GIDDINESS,1,0,2002,0,SIKKIM,1
0,0,0,ABORTIONS/CHILD BIRTH,0,0,2002,0,SIKKIM,0
8,0,0,INFLUENCE OF ALCOHOL,8,0,2002,0,SIKKIM,8
3,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,12,0,2002,0,SIKKIM,3
1,0,0,SNAKE BITE/ANIMAL BITE,1,0,2002,0,SIKKIM,1
1,0,0,OTHER,1,0,2002,0,SIKKIM,1
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,SIKKIM,0
12,1,1,DROWNING,13,3,2002,4,SIKKIM,13
18,1,2,FALLS,20,4,2002,5,SIKKIM,20
1,3,3,FIRE,4,1,2002,4,SIKKIM,4
11,0,0,SUDDEN DEATHS,11,0,2002,0,SIKKIM,11
6,0,0,POISONING,15,1,2002,1,SIKKIM,6
276,2,32,ELECTROCUTION,317,12,2002,14,TAMIL NADU,308
151,4,596,GAS CYLINDER/STOVE BURST,745,25,2002,29,TAMIL NADU,747
10,0,1,FIRE-ARMS,11,5,2002,5,TAMIL NADU,11
459,0,99,SUDDEN DEATHS(HEART ATTACKS),542,8,2002,8,TAMIL NADU,558
145,9,51,EPILEPTIC FITS/GIDDINESS,195,3,2002,12,TAMIL NADU,196
0,0,16,ABORTIONS/CHILD BIRTH,16,0,2002,0,TAMIL NADU,16
111,0,3,INFLUENCE OF ALCOHOL,115,1,2002,1,TAMIL NADU,114
96,1,69,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,140,2,2002,3,TAMIL NADU,165
252,0,100,SNAKE BITE/ANIMAL BITE,353,1,2002,1,TAMIL NADU,352
944,0,486,OTHER,1355,4,2002,4,TAMIL NADU,1430
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,TAMIL NADU,0
578,1,208,DROWNING,738,5,2002,6,TAMIL NADU,786
371,3,62,FALLS,431,28,2002,31,TAMIL NADU,433
623,58,1462,FIRE,2026,50,2002,108,TAMIL NADU,2085
715,9,169,SUDDEN DEATHS,868,12,2002,21,TAMIL NADU,884
1313,1,679,POISONING,1899,7,2002,8,TAMIL NADU,1992
14,0,6,ELECTROCUTION,20,0,2002,0,TRIPURA,20
0,0,0,GAS CYLINDER/STOVE BURST,0,0,2002,0,TRIPURA,0
0,0,0,FIRE-ARMS,0,0,2002,0,TRIPURA,0
9,0,1,SUDDEN DEATHS(HEART ATTACKS),10,0,2002,0,TRIPURA,10
0,0,0,EPILEPTIC FITS/GIDDINESS,0,0,2002,0,TRIPURA,0
0,0,0,ABORTIONS/CHILD BIRTH,0,0,2002,0,TRIPURA,0
1,0,0,INFLUENCE OF ALCOHOL,1,0,2002,0,TRIPURA,1
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,TRIPURA,0
1,0,0,SNAKE BITE/ANIMAL BITE,1,0,2002,0,TRIPURA,1
9,0,11,OTHER,20,0,2002,0,TRIPURA,20
1,0,0,RAILWAY ACCIDENTS,1,0,2002,0,TRIPURA,1
21,0,16,DROWNING,37,0,2002,0,TRIPURA,37
1,0,0,FALLS,1,0,2002,0,TRIPURA,1
2,0,2,FIRE,4,0,2002,0,TRIPURA,4
10,0,1,SUDDEN DEATHS,11,0,2002,0,TRIPURA,11
10,0,11,POISONING,21,0,2002,0,TRIPURA,21
222,18,44,ELECTROCUTION,275,54,2002,72,UTTAR PRADESH,266
18,19,80,GAS CYLINDER/STOVE BURST,96,2,2002,21,UTTAR PRADESH,98
1415,97,164,FIRE-ARMS,2017,958,2002,1055,UTTAR PRADESH,1579
161,2,22,SUDDEN DEATHS(HEART ATTACKS),180,0,2002,2,UTTAR PRADESH,183
46,5,9,EPILEPTIC FITS/GIDDINESS,56,3,2002,8,UTTAR PRADESH,55
0,0,41,ABORTIONS/CHILD BIRTH,45,0,2002,0,UTTAR PRADESH,41
126,2,3,INFLUENCE OF ALCOHOL,117,13,2002,15,UTTAR PRADESH,129
522,13,298,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,708,32,2002,45,UTTAR PRADESH,820
32,0,17,SNAKE BITE/ANIMAL BITE,42,0,2002,0,UTTAR PRADESH,49
136,18,65,OTHER,217,36,2002,54,UTTAR PRADESH,201
1560,18,295,RAILWAY ACCIDENTS,1474,13,2002,31,UTTAR PRADESH,1855
359,25,116,DROWNING,457,34,2002,59,UTTAR PRADESH,475
189,4,47,FALLS,221,34,2002,38,UTTAR PRADESH,236
299,66,553,FIRE,771,93,2002,159,UTTAR PRADESH,852
333,9,75,SUDDEN DEATHS,398,16,2002,25,UTTAR PRADESH,408
747,33,390,POISONING,1028,72,2002,105,UTTAR PRADESH,1137
18,0,3,ELECTROCUTION,18,0,2002,0,UTTARAKHAND,21
1,0,14,GAS CYLINDER/STOVE BURST,14,0,2002,0,UTTARAKHAND,15
33,1,2,FIRE-ARMS,48,16,2002,17,UTTARAKHAND,35
38,0,4,SUDDEN DEATHS(HEART ATTACKS),42,0,2002,0,UTTARAKHAND,42
2,0,0,EPILEPTIC FITS/GIDDINESS,3,1,2002,1,UTTARAKHAND,2
0,0,5,ABORTIONS/CHILD BIRTH,5,0,2002,0,UTTARAKHAND,5
20,0,0,INFLUENCE OF ALCOHOL,15,0,2002,0,UTTARAKHAND,20
66,0,61,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,128,1,2002,1,UTTARAKHAND,127
0,0,0,SNAKE BITE/ANIMAL BITE,0,0,2002,0,UTTARAKHAND,0
12,0,4,OTHER,16,0,2002,0,UTTARAKHAND,16
46,4,5,RAILWAY ACCIDENTS,51,10,2002,14,UTTARAKHAND,51
44,0,11,DROWNING,50,0,2002,0,UTTARAKHAND,55
40,0,9,FALLS,47,1,2002,1,UTTARAKHAND,49
12,0,37,FIRE,48,0,2002,0,UTTARAKHAND,49
60,0,9,SUDDEN DEATHS,65,1,2002,1,UTTARAKHAND,69
78,0,65,POISONING,144,1,2002,1,UTTARAKHAND,143
86,2,23,ELECTROCUTION,109,4,2002,6,WEST BENGAL,109
9,39,54,GAS CYLINDER/STOVE BURST,96,12,2002,51,WEST BENGAL,63
21,0,0,FIRE-ARMS,27,7,2002,7,WEST BENGAL,21
261,30,85,SUDDEN DEATHS(HEART ATTACKS),419,45,2002,75,WEST BENGAL,346
29,10,19,EPILEPTIC FITS/GIDDINESS,68,14,2002,24,WEST BENGAL,48
0,8,16,ABORTIONS/CHILD BIRTH,24,0,2002,8,WEST BENGAL,16
56,14,7,INFLUENCE OF ALCOHOL,88,24,2002,38,WEST BENGAL,63
121,28,112,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,257,33,2002,61,WEST BENGAL,233
97,4,61,SNAKE BITE/ANIMAL BITE,167,7,2002,11,WEST BENGAL,158
606,38,529,OTHER,1171,82,2002,120,WEST BENGAL,1135
1919,28,584,RAILWAY ACCIDENTS,2535,31,2002,59,WEST BENGAL,2503
344,9,144,DROWNING,468,34,2002,43,WEST BENGAL,488
108,8,37,FALLS,156,23,2002,31,WEST BENGAL,145
317,125,734,FIRE,1202,109,2002,234,WEST BENGAL,1051
346,62,127,SUDDEN DEATHS,599,83,2002,145,WEST BENGAL,473
824,70,702,POISONING,1595,122,2002,192,WEST BENGAL,1526
6,0,1,ELECTROCUTION,6,0,2002,0,A & N ISLANDS,7
0,0,0,GAS CYLINDER/STOVE BURST,0,0,2002,0,A & N ISLANDS,0
0,0,0,FIRE-ARMS,0,0,2002,0,A & N ISLANDS,0
17,0,1,SUDDEN DEATHS(HEART ATTACKS),18,0,2002,0,A & N ISLANDS,18
0,0,0,EPILEPTIC FITS/GIDDINESS,0,0,2002,0,A & N ISLANDS,0
0,0,1,ABORTIONS/CHILD BIRTH,1,0,2002,0,A & N ISLANDS,1
15,0,0,INFLUENCE OF ALCOHOL,15,0,2002,0,A & N ISLANDS,15
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,A & N ISLANDS,0
0,0,0,SNAKE BITE/ANIMAL BITE,0,0,2002,0,A & N ISLANDS,0
0,0,0,OTHER,0,0,2002,0,A & N ISLANDS,0
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,A & N ISLANDS,0
23,0,5,DROWNING,26,0,2002,0,A & N ISLANDS,28
12,0,1,FALLS,12,0,2002,0,A & N ISLANDS,13
3,0,18,FIRE,21,0,2002,0,A & N ISLANDS,21
32,0,2,SUDDEN DEATHS,34,0,2002,0,A & N ISLANDS,34
0,0,0,POISONING,0,0,2002,0,A & N ISLANDS,0
7,0,5,ELECTROCUTION,12,0,2002,0,CHANDIGARH,12
6,0,13,GAS CYLINDER/STOVE BURST,19,0,2002,0,CHANDIGARH,19
0,0,0,FIRE-ARMS,0,0,2002,0,CHANDIGARH,0
46,0,6,SUDDEN DEATHS(HEART ATTACKS),52,0,2002,0,CHANDIGARH,52
2,0,1,EPILEPTIC FITS/GIDDINESS,3,0,2002,0,CHANDIGARH,3
0,0,2,ABORTIONS/CHILD BIRTH,2,0,2002,0,CHANDIGARH,2
17,0,0,INFLUENCE OF ALCOHOL,17,0,2002,0,CHANDIGARH,17
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,CHANDIGARH,0
0,0,0,SNAKE BITE/ANIMAL BITE,0,0,2002,0,CHANDIGARH,0
5,0,1,OTHER,6,0,2002,0,CHANDIGARH,6
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,CHANDIGARH,0
4,0,1,DROWNING,3,0,2002,0,CHANDIGARH,5
21,0,2,FALLS,23,0,2002,0,CHANDIGARH,23
6,0,13,FIRE,19,0,2002,0,CHANDIGARH,19
65,0,9,SUDDEN DEATHS,74,0,2002,0,CHANDIGARH,74
5,0,1,POISONING,6,0,2002,0,CHANDIGARH,6
4,0,1,ELECTROCUTION,5,0,2002,0,D & N HAVELI,5
0,0,0,GAS CYLINDER/STOVE BURST,0,0,2002,0,D & N HAVELI,0
0,0,0,FIRE-ARMS,0,0,2002,0,D & N HAVELI,0
5,0,1,SUDDEN DEATHS(HEART ATTACKS),6,0,2002,0,D & N HAVELI,6
0,0,0,EPILEPTIC FITS/GIDDINESS,0,0,2002,0,D & N HAVELI,0
0,0,1,ABORTIONS/CHILD BIRTH,1,0,2002,0,D & N HAVELI,1
1,0,0,INFLUENCE OF ALCOHOL,1,0,2002,0,D & N HAVELI,1
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,D & N HAVELI,0
2,0,1,SNAKE BITE/ANIMAL BITE,3,0,2002,0,D & N HAVELI,3
0,0,0,OTHER,0,0,2002,0,D & N HAVELI,0
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,D & N HAVELI,0
7,0,3,DROWNING,10,0,2002,0,D & N HAVELI,10
8,0,0,FALLS,8,0,2002,0,D & N HAVELI,8
3,0,6,FIRE,9,0,2002,0,D & N HAVELI,9
6,0,2,SUDDEN DEATHS,8,0,2002,0,D & N HAVELI,8
2,0,1,POISONING,3,0,2002,0,D & N HAVELI,3
4,0,0,ELECTROCUTION,4,0,2002,0,DAMAN & DIU,4
0,0,0,GAS CYLINDER/STOVE BURST,0,0,2002,0,DAMAN & DIU,0
0,0,0,FIRE-ARMS,0,0,2002,0,DAMAN & DIU,0
5,0,0,SUDDEN DEATHS(HEART ATTACKS),5,0,2002,0,DAMAN & DIU,5
2,0,0,EPILEPTIC FITS/GIDDINESS,2,0,2002,0,DAMAN & DIU,2
0,0,0,ABORTIONS/CHILD BIRTH,0,0,2002,0,DAMAN & DIU,0
1,0,0,INFLUENCE OF ALCOHOL,1,0,2002,0,DAMAN & DIU,1
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,DAMAN & DIU,0
0,0,0,SNAKE BITE/ANIMAL BITE,0,0,2002,0,DAMAN & DIU,0
0,0,0,OTHER,0,0,2002,0,DAMAN & DIU,0
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,DAMAN & DIU,0
14,0,0,DROWNING,13,0,2002,0,DAMAN & DIU,14
8,0,0,FALLS,8,0,2002,0,DAMAN & DIU,8
1,0,6,FIRE,7,0,2002,0,DAMAN & DIU,7
8,0,0,SUDDEN DEATHS,8,0,2002,0,DAMAN & DIU,8
0,0,0,POISONING,0,0,2002,0,DAMAN & DIU,0
112,1,29,ELECTROCUTION,135,9,2002,10,DELHI(UT),141
41,6,109,GAS CYLINDER/STOVE BURST,144,7,2002,13,DELHI(UT),150
24,2,13,FIRE-ARMS,55,16,2002,18,DELHI(UT),37
188,1,18,SUDDEN DEATHS(HEART ATTACKS),207,0,2002,1,DELHI(UT),206
22,1,3,EPILEPTIC FITS/GIDDINESS,27,1,2002,2,DELHI(UT),25
0,1,22,ABORTIONS/CHILD BIRTH,23,0,2002,1,DELHI(UT),22
98,0,0,INFLUENCE OF ALCOHOL,98,1,2002,1,DELHI(UT),98
76,1,31,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,111,3,2002,4,DELHI(UT),107
8,0,0,SNAKE BITE/ANIMAL BITE,9,1,2002,1,DELHI(UT),8
42,0,19,OTHER,65,6,2002,6,DELHI(UT),61
721,0,82,RAILWAY ACCIDENTS,818,15,2002,15,DELHI(UT),803
131,0,14,DROWNING,144,0,2002,0,DELHI(UT),145
220,1,43,FALLS,249,18,2002,19,DELHI(UT),263
178,21,356,FIRE,505,24,2002,45,DELHI(UT),534
308,3,43,SUDDEN DEATHS,355,2,2002,5,DELHI(UT),351
144,1,50,POISONING,221,28,2002,29,DELHI(UT),194
0,0,0,ELECTROCUTION,0,0,2002,0,LAKSHADWEEP,0
0,0,0,GAS CYLINDER/STOVE BURST,0,0,2002,0,LAKSHADWEEP,0
0,0,0,FIRE-ARMS,0,0,2002,0,LAKSHADWEEP,0
0,0,0,SUDDEN DEATHS(HEART ATTACKS),0,0,2002,0,LAKSHADWEEP,0
0,0,0,EPILEPTIC FITS/GIDDINESS,0,0,2002,0,LAKSHADWEEP,0
0,0,0,ABORTIONS/CHILD BIRTH,0,0,2002,0,LAKSHADWEEP,0
0,0,0,INFLUENCE OF ALCOHOL,0,0,2002,0,LAKSHADWEEP,0
0,0,0,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,0,0,2002,0,LAKSHADWEEP,0
0,0,0,SNAKE BITE/ANIMAL BITE,0,0,2002,0,LAKSHADWEEP,0
0,0,0,OTHER,0,0,2002,0,LAKSHADWEEP,0
0,0,0,RAILWAY ACCIDENTS,0,0,2002,0,LAKSHADWEEP,0
2,0,0,DROWNING,2,0,2002,0,LAKSHADWEEP,2
0,0,0,FALLS,0,0,2002,0,LAKSHADWEEP,0
0,0,1,FIRE,1,0,2002,0,LAKSHADWEEP,1
0,0,0,SUDDEN DEATHS,0,0,2002,0,LAKSHADWEEP,0
0,0,0,POISONING,0,0,2002,0,LAKSHADWEEP,0
14,0,3,ELECTROCUTION,17,0,2002,0,PUDUCHERRY,17
1,0,0,GAS CYLINDER/STOVE BURST,1,0,2002,0,PUDUCHERRY,1
0,0,0,FIRE-ARMS,0,0,2002,0,PUDUCHERRY,0
58,0,6,SUDDEN DEATHS(HEART ATTACKS),64,0,2002,0,PUDUCHERRY,64
41,0,8,EPILEPTIC FITS/GIDDINESS,49,0,2002,0,PUDUCHERRY,49
0,0,1,ABORTIONS/CHILD BIRTH,1,0,2002,0,PUDUCHERRY,1
100,0,0,INFLUENCE OF ALCOHOL,100,0,2002,0,PUDUCHERRY,100
1,0,8,FOOD POISIONING/ACCIDENTAL INTAKE OF INSECTICIDES ETC.,9,0,2002,0,PUDUCHERRY,9
13,0,5,SNAKE BITE/ANIMAL BITE,18,0,2002,0,PUDUCHERRY,18
1,0,1,OTHER,2,0,2002,0,PUDUCHERRY,2
0,0,1,RAILWAY ACCIDENTS,1,0,2002,0,PUDUCHERRY,1
64,0,15,DROWNING,79,0,2002,0,PUDUCHERRY,79
35,0,6,FALLS,41,0,2002,0,PUDUCHERRY,41
5,0,33,FIRE,37,0,2002,0,PUDUCHERRY,38
199,0,15,SUDDEN DEATHS,214,0,2002,0,PUDUCHERRY,214
15,0,14,POISONING,29,0,2002,0,PUDUCHERRY,29
